row_id,reward_a,reward_b
136,-4.15625,-4.5625
137,-5.40625,-5.09375
138,-4.53125,-7.78125
139,-5.78125,-6.28125
140,-4.71875,-2.78125
141,-4.71875,-5.125
142,-4.71875,-6.15625
143,-7.125,-5.46875
144,-3.6875,-4.65625
145,-5.0,-7.75
146,-6.03125,-6.0
147,-0.97265625,-2.0
148,-3.515625,-4.53125
149,-1.7109375,-4.5625
150,-4.28125,-4.8125
151,-0.92578125,-3.125
152,-7.6875,-6.78125
153,-5.375,-6.1875
154,-2.890625,-4.90625
155,-7.21875,-7.1875
156,-3.65625,-4.40625
157,-2.765625,-2.9375
158,-2.296875,-1.796875
159,-1.8515625,-3.96875
160,-4.71875,-6.34375
161,-5.59375,-6.53125
162,-3.515625,-3.484375
163,-4.1875,-6.53125
164,-2.734375,-1.4140625
165,-5.40625,-5.03125
166,-6.28125,-6.5625
167,-3.5625,-4.4375
168,-2.171875,-2.171875
169,-1.4609375,-1.0234375
170,-3.9375,-4.34375
171,-3.90625,-3.9375
172,-7.15625,-7.46875
173,-4.53125,-7.15625
174,-1.71875,-1.796875
175,-3.15625,-4.90625
176,-1.6328125,-2.953125
177,-1.9140625,-3.15625
178,-2.0625,-6.78125
179,-3.421875,-6.4375
180,-3.484375,-3.921875
181,-4.5625,-0.486328125
182,-1.953125,-1.953125
183,-7.625,-7.625
184,-6.6875,-3.21875
185,-3.8125,-3.9375
186,-6.1875,-7.0625
187,-1.2265625,-3.5625
188,-2.9375,-6.40625
189,-7.5625,-8.1875
190,-3.828125,-5.65625
191,-4.75,-4.71875
192,-3.90625,-2.734375
193,-3.421875,-3.28125
194,-3.640625,-1.6484375
195,-5.46875,-3.421875
196,-0.66015625,-0.189453125
197,-2.625,-1.3671875
198,-2.59375,-3.359375
199,-7.5625,-7.15625
200,-5.96875,-6.25
201,-4.09375,-4.09375
202,-5.3125,-4.03125
203,-4.46875,-3.515625
204,-7.5,-7.71875
205,-0.5859375,-1.7421875
206,-4.375,-5.5
207,-6.4375,-8.1875
208,-1.2890625,-3.359375
209,-3.84375,-5.25
210,-5.625,-4.84375
211,-3.421875,-3.796875
212,-3.703125,-2.75
213,-1.2578125,-4.375
214,-6.4375,-6.53125
215,-2.796875,-5.6875
216,-5.21875,-4.59375
217,-0.20703125,-1.1640625
218,-7.375,-8.0625
219,-5.5,-6.6875
220,-3.796875,-4.40625
221,-3.9375,-2.03125
222,-4.09375,-4.4375
223,-4.6875,-3.125
224,-3.9375,-5.09375
225,-4.625,-4.4375
226,-3.375,-3.6875
227,-2.15625,-3.78125
228,-7.96875,-7.46875
229,-7.65625,-6.34375
230,-3.78125,-5.0625
231,-4.15625,-3.921875
232,-3.203125,-1.6953125
233,-3.203125,-4.21875
234,-0.38671875,-1.6796875
235,-4.90625,-4.8125
236,-0.1962890625,-0.6015625
237,-2.359375,-2.46875
238,-7.96875,-8.1875
239,-5.75,-6.125
240,-0.87109375,-2.03125
241,-2.6875,-7.1875
242,-0.99609375,-3.890625
243,-4.5625,-5.15625
244,-2.265625,-1.5625
245,-4.125,-6.59375
246,-3.125,-3.671875
247,-1.8046875,-2.421875
248,-4.4375,-6.34375
249,-6.1875,-6.75
250,-2.515625,-2.671875
251,-1.59375,-3.125
252,-1.0078125,-5.75
253,-4.125,-2.546875
254,-3.734375,-7.21875
255,-4.34375,-2.609375
256,-1.25,-2.078125
257,-4.40625,-4.875
258,-3.65625,-3.46875
259,-3.875,-2.890625
260,-6.0,-6.0
261,-3.359375,-3.390625
262,-1.859375,-2.921875
263,-4.375,-7.1875
264,-4.125,-3.921875
265,-5.78125,-7.125
266,-3.546875,-4.09375
267,-3.8125,-3.046875
268,-2.5,-6.5
269,-2.109375,-1.9375
270,-4.46875,-4.40625
271,-3.515625,-5.46875
272,-4.03125,-3.75
273,-6.5,-8.1875
274,-5.25,-4.6875
275,-3.53125,-3.21875
276,-6.53125,-6.875
277,-5.5625,-7.0625
278,-3.0625,-3.90625
279,-6.28125,-7.90625
280,-5.65625,-7.65625
281,-7.78125,-7.53125
282,-4.0,-3.859375
283,-2.578125,-2.75
284,-0.66796875,-3.171875
285,-2.359375,-1.625
286,-1.9921875,-3.734375
287,-2.71875,-6.09375
288,-5.21875,-2.296875
289,-1.25,-2.546875
290,-1.7734375,-1.046875
291,-4.40625,-5.125
292,-3.296875,-4.21875
293,-3.84375,-3.5
294,-4.84375,-5.34375
295,-7.65625,-7.75
296,-3.46875,-4.46875
297,-5.28125,-7.71875
298,-4.3125,-5.625
299,-7.25,-6.25
300,-3.515625,-6.6875
301,-2.671875,-5.125
302,-4.8125,-6.65625
303,-3.296875,-3.671875
304,-6.1875,-4.46875
305,-7.75,-7.96875
306,-4.25,-4.15625
307,-6.78125,-7.6875
308,-4.40625,-6.28125
309,-3.453125,-1.90625
310,-2.796875,-2.46875
311,-2.34375,-3.0
312,-1.578125,-4.59375
313,-6.28125,-6.03125
314,-7.5,-6.9375
315,-4.53125,-3.46875
316,-2.5625,-2.703125
317,-5.0,-4.53125
318,-4.875,-5.3125
319,-2.53125,-7.875
320,-2.203125,-3.171875
321,-5.5,-7.75
322,-3.734375,-4.90625
323,-6.4375,-4.6875
324,-3.765625,-5.78125
325,-2.15625,-3.046875
326,-2.859375,-3.515625
327,-3.046875,-4.53125
328,-5.34375,-5.8125
329,-0.275390625,-3.609375
330,-6.78125,-7.125
331,-6.53125,-6.9375
332,-2.796875,-5.375
333,-4.625,-4.1875
334,-3.71875,-7.28125
335,-2.640625,-3.53125
336,-4.46875,-5.34375
337,-3.46875,-6.875
338,-1.4453125,-5.3125
339,-1.609375,-5.65625
340,-1.203125,-5.84375
341,-4.59375,-6.65625
342,-5.125,-5.03125
343,-2.8125,-2.359375
344,-5.9375,-6.5
345,-6.125,-5.4375
346,-1.0078125,-4.84375
347,-4.15625,-4.59375
348,-5.09375,-5.8125
349,-7.40625,-7.34375
350,-5.0,-4.625
351,-7.28125,-6.8125
352,-7.4375,-7.84375
353,-3.890625,-3.28125
354,-4.0625,-4.96875
355,-3.578125,-3.859375
356,-5.09375,-6.0625
357,-5.5625,-4.90625
358,-2.984375,-2.078125
359,-5.75,-5.96875
360,-0.859375,-0.87890625
361,-4.0625,-4.375
362,-3.265625,-6.28125
363,-2.4375,-5.09375
364,-3.0,-1.5703125
365,-7.21875,-7.59375
366,-2.390625,-2.3125
367,-3.890625,-7.21875
368,-6.25,-7.46875
369,-3.796875,-6.28125
370,-6.5,-8.0625
371,-2.953125,-5.125
372,-1.3046875,-2.375
373,-3.65625,-5.0625
374,-5.21875,-2.78125
375,-6.84375,-8.0
376,-1.8203125,-2.0
377,-3.28125,-3.0625
378,-2.171875,-3.421875
379,-3.578125,-4.84375
380,-2.796875,-3.859375
381,-2.71875,-3.3125
382,-6.03125,-5.28125
383,-3.78125,-1.984375
384,-2.0625,-5.59375
385,-3.515625,-2.078125
386,-4.46875,-4.15625
387,-3.796875,-5.8125
388,-2.59375,-1.1328125
389,-4.71875,-4.625
390,-4.78125,-6.84375
391,-3.046875,-4.25
392,-2.359375,-2.390625
393,-3.46875,-4.46875
394,-5.78125,-5.8125
395,-7.0,-7.1875
396,-5.6875,-5.4375
397,-3.96875,-4.09375
398,-4.59375,-6.625
399,-0.1455078125,-3.109375
400,-3.625,-5.0625
401,-4.15625,-4.84375
402,-3.1875,-1.96875
403,-2.359375,-3.046875
404,-6.03125,-7.34375
405,-3.34375,-5.34375
406,-3.171875,-6.09375
407,-3.15625,-3.6875
408,-4.875,-6.6875
409,-0.46484375,-5.1875
410,-5.875,-6.4375
411,-4.375,-5.59375
412,-5.96875,-6.40625
413,-7.1875,-5.75
414,-2.21875,-2.6875
415,-1.734375,-2.921875
416,-5.84375,-6.375
417,-3.96875,-1.5625
418,-1.2265625,-1.0546875
419,-2.984375,-5.59375
420,-6.8125,-5.0
421,-5.96875,-5.96875
422,-6.6875,-6.5625
423,-7.28125,-6.34375
424,-3.890625,-3.453125
425,-2.796875,-3.84375
426,-7.9375,-8.25
427,-6.40625,-6.125
428,-4.53125,-5.40625
429,-3.953125,-5.8125
430,-4.8125,-5.21875
431,-4.65625,-7.96875
432,-2.125,-3.296875
433,-4.21875,-6.28125
434,-6.09375,-6.9375
435,-4.9375,-4.8125
436,-6.34375,-7.71875
437,-4.125,-4.15625
438,-1.234375,-7.15625
439,-3.015625,-5.8125
440,-6.0625,-6.6875
441,-4.0625,-4.90625
442,-1.53125,-2.9375
443,-5.1875,-5.34375
444,-7.21875,-6.96875
445,-4.53125,-5.5
446,-5.21875,-2.765625
447,-3.234375,-2.1875
448,-5.34375,-5.75
449,-3.5,-4.03125
450,-6.09375,-7.875
451,-4.84375,-5.5625
452,-3.21875,-2.671875
453,-1.015625,-3.46875
454,-2.734375,-5.1875
455,-4.5,-5.25
456,-1.21875,-2.59375
457,-2.34375,-5.3125
458,-3.234375,-3.96875
459,-2.6875,-2.59375
460,-4.75,-7.71875
461,-4.15625,-3.984375
462,-2.703125,-3.40625
463,-3.625,-2.9375
464,-3.78125,-6.0
465,-1.9765625,-2.03125
466,-5.6875,-6.84375
467,-3.765625,-4.40625
468,-2.09375,-7.0
469,-4.34375,-5.0625
470,-3.25,-3.828125
471,-3.875,-4.6875
472,-3.078125,-4.96875
473,-4.09375,-2.953125
474,-5.1875,-5.6875
475,-6.125,-5.84375
476,-1.8046875,-6.65625
477,-7.1875,-7.3125
478,-5.625,-5.21875
479,-4.5625,-6.9375
480,-6.0625,-6.875
481,-2.75,-1.796875
482,-3.859375,-5.0
483,-1.9453125,-6.0625
484,-0.2353515625,-3.875
485,-4.96875,-8.125
486,-5.34375,-5.5625
487,-3.84375,-4.03125
488,-4.3125,-3.9375
489,-5.5,-2.625
490,-1.859375,-1.7421875
491,-2.15625,-1.9453125
492,-2.765625,-0.8984375
493,-4.625,-4.5625
494,-1.421875,-3.5625
495,-2.796875,-2.40625
496,-4.9375,-4.96875
497,-3.984375,-5.875
498,-3.203125,-6.0
499,-5.34375,-4.0625
500,-3.15625,-2.625
501,-6.25,-3.640625
502,-5.5,-5.15625
503,-4.90625,-3.859375
504,-1.2578125,-3.1875
505,-2.296875,-2.4375
506,-1.0234375,-2.515625
507,-1.8671875,-6.96875
508,-1.34375,-2.703125
509,-1.7890625,-2.84375
510,-4.15625,-2.75
511,-2.234375,-5.40625
512,-4.34375,-5.1875
513,-2.546875,-4.03125
514,-4.125,-3.75
515,-3.890625,-4.75
516,-1.375,-2.9375
517,-3.078125,-7.0625
518,-6.8125,-7.9375
519,-1.5234375,-2.015625
520,-1.3828125,-3.859375
521,-2.03125,-2.046875
522,-3.890625,-5.65625
523,-2.953125,-2.640625
524,-6.3125,-6.53125
525,-3.3125,-3.15625
526,-3.6875,-1.75
527,-6.96875,-7.53125
528,-5.53125,-4.4375
529,-6.46875,-7.0625
530,-5.375,-5.65625
531,-5.40625,-4.84375
532,-2.09375,-2.421875
533,-2.265625,-4.21875
534,-4.875,-5.78125
535,-5.125,-7.4375
536,-1.15625,-4.34375
537,-4.6875,-4.09375
538,-3.046875,-2.125
539,-4.6875,-4.625
540,-4.9375,-5.53125
541,-6.65625,-6.5625
542,-6.46875,-6.0
543,-5.3125,-6.90625
544,-1.609375,-3.828125
545,-3.125,-3.8125
546,-2.53125,-3.15625
547,-4.0625,-4.53125
548,-1.953125,-2.578125
549,-7.4375,-7.59375
550,-6.1875,-6.375
551,-1.71875,-5.03125
552,-3.046875,-5.21875
553,-2.1875,-3.25
554,-6.40625,-7.1875
555,-2.0,-2.46875
556,-1.640625,-4.9375
557,-6.125,-6.09375
558,-2.625,-2.84375
559,-3.21875,-5.59375
560,-4.15625,-4.8125
561,-3.359375,-6.28125
562,-2.5,-7.03125
563,-4.53125,-4.53125
564,-6.125,-6.28125
565,-5.3125,-4.4375
566,-5.25,-4.84375
567,-4.1875,-4.40625
568,-1.9453125,-3.0625
569,-7.59375,-7.90625
570,-3.28125,-2.09375
571,-6.625,-5.96875
572,-2.84375,-4.15625
573,-3.171875,-2.71875
574,-1.3671875,-2.28125
575,-6.8125,-7.53125
576,-0.90234375,-3.578125
577,-2.234375,-2.734375
578,-2.578125,-3.09375
579,-3.28125,-7.25
580,-7.25,-4.875
581,-5.0,-8.0
582,-4.5625,-6.0625
583,-5.375,-7.875
584,-8.1875,-6.75
585,-4.625,-6.5625
586,-1.6171875,-6.25
587,-5.09375,-6.65625
588,-4.03125,-4.0625
589,-2.796875,-3.59375
590,-3.90625,-3.5625
591,-6.3125,-7.3125
592,-3.953125,-6.53125
593,-2.84375,-3.375
594,-3.765625,-5.46875
595,-5.875,-6.9375
596,-3.796875,-3.9375
597,-4.40625,-4.78125
598,-1.15625,-1.9609375
599,-2.984375,-5.1875
600,-1.2265625,-1.703125
601,-6.6875,-5.46875
602,-2.15625,-3.453125
603,-3.4375,-3.96875
604,-3.109375,-3.90625
605,-6.40625,-7.875
606,-7.5,-7.15625
607,-4.34375,-5.375
608,-6.03125,-6.15625
609,-4.96875,-1.8671875
610,-2.515625,-4.8125
611,-7.4375,-6.09375
612,-3.34375,-3.546875
613,-2.890625,-3.671875
614,-5.0625,-6.65625
615,-3.78125,-4.8125
616,-6.9375,-7.0625
617,-5.15625,-5.15625
618,-5.125,-4.625
619,-1.421875,-4.09375
620,-1.25,-5.8125
621,-6.625,-7.34375
622,-7.5625,-7.34375
623,-3.140625,-3.734375
624,-3.9375,-2.984375
625,-1.453125,-2.921875
626,-5.1875,-4.96875
627,-4.90625,-4.71875
628,-3.734375,-4.78125
629,-2.40625,-5.53125
630,-5.21875,-4.25
631,-6.65625,-6.9375
632,-2.78125,-2.125
633,-5.28125,-5.0625
634,-1.4609375,-1.0078125
635,-2.703125,-6.53125
636,-7.53125,-7.1875
637,-5.40625,-5.25
638,-3.90625,-3.265625
639,-3.578125,-6.6875
640,-3.921875,-4.4375
641,-2.171875,-3.78125
642,-1.8203125,-6.34375
643,-3.671875,-4.40625
644,-5.375,-7.1875
645,-3.171875,-4.5
646,-0.99609375,-5.1875
647,-1.15625,-2.640625
648,-2.21875,-2.578125
649,-6.1875,-6.75
650,-6.71875,-6.9375
651,-6.21875,-6.25
652,-3.875,-3.859375
653,-4.59375,-6.96875
654,-2.78125,-6.6875
655,-1.6015625,-1.3203125
656,-5.03125,-6.21875
657,-4.21875,-5.625
658,-6.25,-4.46875
659,-3.109375,-3.046875
660,-6.53125,-7.6875
661,-4.96875,-5.15625
662,-3.390625,-5.34375
663,-7.5,-7.6875
664,-7.0625,-7.96875
665,-7.25,-7.28125
666,-4.90625,-5.40625
667,-5.96875,-5.71875
668,-3.328125,-3.390625
669,-2.265625,-3.5
670,-5.5625,-6.28125
671,-3.25,-3.25
672,-6.09375,-6.5625
673,-3.828125,-3.65625
674,-5.1875,-2.84375
675,-3.78125,-6.78125
676,-2.1875,-2.234375
677,-4.46875,-5.53125
678,-3.34375,-3.875
679,-5.34375,-7.0
680,-3.375,-4.71875
681,-4.15625,-3.5
682,-1.7734375,-0.8671875
683,-6.25,-6.8125
684,-1.8671875,-4.1875
685,-6.65625,-6.6875
686,-2.46875,-4.6875
687,-1.4375,-6.625
688,-4.84375,-5.0625
689,-3.0,-5.03125
690,-2.71875,-3.5
691,-1.9609375,-1.34375
692,-3.171875,-1.9609375
693,-4.375,-5.0
694,-5.65625,-5.71875
695,-3.609375,-3.59375
696,-3.296875,-3.59375
697,-4.4375,-5.5
698,-0.6171875,-4.15625
699,-4.09375,-6.25
700,-3.640625,-6.65625
701,-4.75,-4.8125
702,-8.125,-8.125
703,-2.359375,-3.265625
704,-5.75,-5.25
705,-6.25,-7.75
706,-3.171875,-3.484375
707,-5.0625,-4.34375
708,-2.84375,-3.9375
709,-2.734375,-3.921875
710,-4.25,-5.34375
711,-5.5625,-5.6875
712,-5.3125,-4.8125
713,-3.03125,-2.5625
714,-4.3125,-5.59375
715,-7.5625,-7.71875
716,-3.953125,-4.25
717,-4.1875,-4.75
718,-7.15625,-6.875
719,-2.734375,-3.09375
720,-7.84375,-7.625
721,-3.65625,-5.9375
722,-3.9375,-7.25
723,-5.75,-5.5625
724,-3.921875,-3.78125
725,-3.46875,-5.5625
726,-0.45703125,-1.96875
727,-2.90625,-3.140625
728,-5.5625,-6.71875
729,-3.59375,-3.65625
730,-2.234375,-3.453125
731,-5.21875,-5.96875
732,-2.953125,-5.59375
733,-4.15625,-3.640625
734,-1.7109375,-3.515625
735,-5.8125,-6.40625
736,-7.6875,-8.1875
737,-4.96875,-4.8125
738,-3.078125,-5.4375
739,-2.296875,-1.3671875
740,-2.796875,-2.578125
741,-3.0,-1.796875
742,-4.3125,-5.1875
743,-4.0,-4.625
744,-4.09375,-4.28125
745,-4.71875,-4.46875
746,-3.640625,-7.15625
747,-1.4375,-2.78125
748,-5.75,-6.84375
749,-6.46875,-6.65625
750,-5.09375,-7.125
751,-3.640625,-6.0
752,-1.5703125,-5.59375
753,-4.21875,-5.8125
754,-2.796875,-4.625
755,-1.953125,-2.171875
756,-6.75,-7.0625
757,-5.375,-5.71875
758,-3.890625,-4.375
759,-3.765625,-5.0
760,-2.59375,-3.78125
761,-3.703125,-7.0625
762,-3.609375,-3.03125
763,-4.0625,-4.46875
764,-1.8203125,-3.234375
765,-3.59375,-6.46875
766,-2.546875,-5.125
767,-7.1875,-7.71875
768,-3.234375,-2.953125
769,-2.96875,-0.58984375
770,-2.8125,-2.796875
771,-3.234375,-2.359375
772,-4.4375,-5.0625
773,-1.921875,-4.0
774,-2.75,-1.6875
775,-2.515625,-3.0625
776,-7.84375,-6.9375
777,-0.8515625,-3.171875
778,-0.55859375,-0.7578125
779,-6.15625,-4.53125
780,-7.0625,-7.96875
781,-1.6875,-1.0
782,-6.46875,-6.03125
783,-0.98828125,-2.140625
784,-6.65625,-7.125
785,-1.40625,-3.109375
786,-7.09375,-7.03125
787,-2.90625,-2.453125
788,-3.296875,-3.9375
789,-4.5625,-7.15625
790,-6.9375,-7.25
791,-2.625,-5.34375
792,-3.5625,-4.875
793,-4.5625,-6.25
794,-0.7890625,-2.625
795,-7.125,-7.78125
796,-2.03125,-1.2109375
797,-3.609375,-3.4375
798,-4.1875,-3.609375
799,-1.8203125,-1.703125
800,-2.78125,-1.6171875
801,-4.46875,-4.0
802,-4.25,-5.875
803,-1.625,-4.4375
804,-6.15625,-7.40625
805,-0.7578125,-5.40625
806,-2.046875,-1.265625
807,-7.78125,-7.96875
808,-4.84375,-6.59375
809,-0.65625,-5.34375
810,-3.109375,-6.9375
811,-3.171875,-3.75
812,-3.828125,-2.40625
813,-7.09375,-7.96875
814,-2.890625,-2.875
815,-7.53125,-7.875
816,-3.484375,-5.0625
817,-6.75,-3.59375
818,-4.75,-4.5
819,-4.5625,-5.5
820,-6.125,-5.71875
821,-5.09375,-5.21875
822,-3.078125,-1.21875
823,-3.921875,-4.1875
824,-5.0,-5.59375
825,-3.5625,-2.78125
826,-2.75,-1.9765625
827,-6.40625,-5.4375
828,-2.78125,-3.03125
829,-5.75,-3.765625
830,-3.015625,-3.4375
831,-3.6875,-5.0
832,-4.6875,-3.25
833,-1.0546875,-3.171875
834,-1.0703125,-2.90625
835,-6.25,-8.25
836,-2.953125,-4.3125
837,-6.3125,-6.5625
838,-4.96875,-7.625
839,-1.9296875,-2.546875
840,-2.78125,-6.4375
841,-2.4375,-3.109375
842,-4.65625,-5.03125
843,-6.375,-7.0
844,-4.96875,-6.5
845,-8.3125,-7.9375
846,-4.71875,-3.953125
847,-1.421875,-4.34375
848,-3.859375,-4.90625
849,-2.328125,-3.390625
850,-3.015625,-3.46875
851,-2.21875,-2.234375
852,-4.28125,-6.875
853,-3.203125,-1.0546875
854,-6.5,-7.125
855,-4.6875,-6.46875
856,-6.15625,-4.875
857,-3.453125,-5.4375
858,-4.0,-7.59375
859,-4.875,-4.96875
860,-4.09375,-6.21875
861,-3.1875,-3.15625
862,-6.3125,-6.5625
863,-7.46875,-7.46875
864,-3.421875,-2.546875
865,-1.515625,-3.265625
866,-4.0625,-7.375
867,-3.3125,-2.6875
868,-2.84375,-2.515625
869,-5.46875,-6.25
870,-4.21875,-4.625
871,-3.09375,-4.0625
872,-3.75,-4.8125
873,-4.40625,-5.53125
874,-3.890625,-7.96875
875,-4.8125,-5.84375
876,-1.5390625,-1.921875
877,-6.0625,-6.6875
878,-3.4375,-4.09375
879,-5.28125,-6.34375
880,-3.71875,-6.1875
881,-2.75,-2.625
882,-3.359375,-4.21875
883,-2.515625,-3.0625
884,-2.78125,-2.140625
885,-5.6875,-3.15625
886,-5.09375,-5.71875
887,-2.109375,-4.5
888,-6.84375,-7.875
889,-3.15625,-3.4375
890,-4.5625,-4.34375
891,-4.65625,-5.84375
892,-2.875,-5.78125
893,-2.65625,-3.234375
894,-3.796875,-7.6875
895,-3.828125,-3.984375
896,-2.484375,-1.1171875
897,-4.84375,-4.15625
898,-3.953125,-4.0
899,-7.4375,-5.78125
900,-3.09375,-6.21875
901,-4.78125,-4.375
902,-1.7109375,-3.34375
903,-7.46875,-7.4375
904,-7.03125,-7.625
905,-8.3125,-8.25
906,-3.203125,-4.46875
907,-3.6875,-6.375
908,-1.9921875,-6.34375
909,-4.96875,-5.78125
910,-4.71875,-6.59375
911,-6.8125,-8.125
912,-3.75,-3.484375
913,-7.6875,-7.59375
914,-0.765625,-6.71875
915,-3.265625,-3.515625
916,-7.0625,-7.625
917,-5.21875,-4.9375
918,-3.203125,-4.71875
919,-6.15625,-4.8125
920,-3.09375,-3.0
921,-5.28125,-4.84375
922,-6.4375,-6.5
923,-7.59375,-7.21875
924,-4.15625,-5.15625
925,-2.875,-2.765625
926,-5.40625,-8.0625
927,-6.375,-6.28125
928,-4.0625,-6.15625
929,-4.03125,-5.6875
930,-4.34375,-4.28125
931,-3.53125,-3.71875
932,-5.96875,-6.1875
933,-7.78125,-8.25
934,-1.4921875,-1.84375
935,-6.6875,-6.46875
936,-7.75,-7.625
937,-7.1875,-8.1875
938,-5.21875,-6.1875
939,-2.953125,-3.59375
940,-5.3125,-6.1875
941,-4.90625,-3.4375
942,-3.296875,-3.625
943,-6.9375,-2.15625
944,-6.09375,-6.6875
945,-5.34375,-6.21875
946,-3.203125,-6.25
947,-4.25,-4.15625
948,-3.46875,-5.15625
949,-2.109375,-4.5625
950,-3.5625,-4.125
951,-4.09375,-2.65625
952,-2.890625,-5.0625
953,-4.46875,-3.40625
954,-3.8125,-4.34375
955,-4.875,-5.15625
956,-6.5,-7.09375
957,-2.921875,-3.390625
958,-5.28125,-4.375
959,-2.84375,-6.46875
960,-7.71875,-7.34375
961,-6.90625,-6.96875
962,-3.703125,-6.125
963,-1.328125,-4.8125
964,-2.84375,-2.765625
965,-4.34375,-4.21875
966,-8.0,-8.375
967,-5.9375,-6.0
968,-2.015625,-7.15625
969,-1.9765625,-3.953125
970,-3.0625,-1.2265625
971,-4.875,-2.828125
972,-5.21875,-6.0
973,-2.171875,-4.90625
974,-1.890625,-3.75
975,-1.171875,-1.8203125
976,-1.8125,-5.9375
977,-5.21875,-5.46875
978,-3.21875,-1.9609375
979,-2.84375,-2.78125
980,-4.96875,-3.796875
981,-2.96875,-3.28125
982,-5.46875,-6.0625
983,-4.9375,-7.9375
984,-3.71875,-5.46875
985,-5.59375,-3.4375
986,-1.171875,-4.40625
987,-1.125,-1.59375
988,-6.09375,-4.96875
989,-7.6875,-7.875
990,-8.0,-7.96875
991,-5.96875,-6.34375
992,-3.03125,-3.375
993,-3.984375,-5.84375
994,-4.59375,-5.59375
995,-8.1875,-8.0
996,-2.859375,-2.90625
997,-3.109375,-6.90625
998,-1.875,-0.84375
999,-3.6875,-6.09375
1000,-3.5,-6.0625
1001,-2.671875,-2.234375
1002,-4.71875,-2.40625
1003,-3.90625,-3.59375
1004,-3.5,-4.71875
1005,-7.34375,-6.8125
1006,-5.25,-4.6875
1007,-6.375,-6.625
1008,-6.375,-4.84375
1009,-4.375,-2.0
1010,-3.84375,-6.53125
1011,-4.03125,-3.21875
1012,-7.21875,-4.875
1013,-7.4375,-7.15625
1014,-3.390625,-1.921875
