row_id,reward_a,reward_b
194,-10.9375,-11.1875
195,-12.25,-11.75
196,-3.9375,-5.71875
197,-4.15625,-4.6875
198,-9.6875,-7.34375
199,-12.125,-12.0625
200,-11.625,-9.4375
201,-5.4375,-8.625
202,-10.125,-10.625
203,-12.0,-7.03125
204,-11.8125,-11.875
205,-11.875,-10.875
206,-7.71875,-11.6875
207,-10.625,-12.25
208,-9.4375,-5.34375
209,-5.6875,-5.6875
210,-11.1875,-10.75
211,-11.4375,-11.9375
212,-4.125,-5.40625
213,-6.9375,-9.8125
214,-11.25,-10.5
215,-9.6875,-11.9375
216,-4.90625,-5.28125
217,-3.6875,-4.3125
218,-4.4375,-4.84375
219,-9.625,-11.1875
220,-10.375,-10.4375
221,-10.4375,-9.6875
222,-7.53125,-10.125
223,-11.5625,-11.9375
224,-11.4375,-12.0625
225,-9.0625,-7.5625
226,-6.78125,-6.53125
227,-4.3125,-5.28125
228,-11.4375,-12.125
229,-12.0625,-12.0625
230,-1.9609375,-7.4375
231,-7.03125,-5.84375
232,-5.125,-6.9375
233,-10.6875,-11.5
234,-4.59375,-7.8125
235,-6.5,-4.84375
236,-11.375,-10.8125
237,-11.9375,-12.0
238,-5.53125,-5.59375
239,-6.875,-5.40625
240,-7.84375,-7.375
241,-6.46875,-5.84375
242,-12.125,-6.96875
243,-5.4375,-6.625
244,-4.1875,-12.4375
245,-5.1875,-8.375
246,-6.8125,-7.96875
247,-9.625,-7.53125
248,-11.5,-10.875
249,-5.625,-6.78125
250,-11.9375,-12.3125
251,-10.5,-12.4375
252,-6.03125,-5.53125
253,-10.375,-12.3125
254,-8.125,-8.5
255,-5.03125,-12.0
256,-9.75,-9.3125
257,-10.4375,-10.5625
258,-12.0,-11.625
259,-5.03125,-6.0
260,-6.375,-6.125
261,-5.78125,-5.1875
262,-9.0,-10.0625
263,-10.6875,-9.4375
264,-3.703125,-5.625
265,-5.125,-5.6875
266,-6.9375,-11.625
267,-5.9375,-5.65625
268,-4.65625,-4.71875
269,-4.03125,-4.15625
270,-7.25,-12.5
271,-12.1875,-11.375
272,-5.78125,-9.5
273,-11.75,-11.125
274,-10.25,-11.875
275,-4.5625,-8.5
276,-4.9375,-8.0625
277,-4.6875,-6.09375
278,-10.3125,-8.875
279,-5.40625,-6.84375
280,-8.25,-9.0
281,-4.375,-2.828125
282,-11.75,-11.625
283,-10.625,-11.5
284,-9.875,-9.6875
285,-8.75,-12.5
286,-9.0625,-9.25
287,-11.875,-5.71875
288,-5.03125,-5.4375
289,-12.5625,-12.9375
290,-5.28125,-6.21875
291,-8.6875,-9.3125
292,-11.3125,-10.4375
293,-5.84375,-6.40625
294,-5.34375,-6.71875
295,-11.875,-11.25
296,-5.1875,-12.25
297,-6.8125,-7.15625
298,-8.5625,-8.9375
299,-5.3125,-5.34375
300,-10.0,-10.5625
301,-11.875,-11.0
302,-3.046875,-2.828125
303,-5.9375,-8.125
304,-5.78125,-5.46875
305,-7.09375,-9.375
306,-11.8125,-11.8125
307,-4.40625,-5.53125
308,-5.75,-6.59375
309,-8.1875,-8.625
310,-8.1875,-7.65625
311,-6.40625,-6.25
312,-10.25,-4.9375
313,-7.3125,-10.1875
314,-4.125,-4.25
315,-10.9375,-11.0625
316,-11.1875,-11.3125
317,-11.75,-11.25
318,-5.9375,-5.4375
319,-5.21875,-4.3125
320,-11.5625,-11.5625
321,-6.25,-7.03125
322,-6.53125,-11.375
323,-12.1875,-11.6875
324,-2.625,-4.96875
325,-10.1875,-11.0625
326,-10.5625,-10.3125
327,-5.09375,-5.125
328,-9.6875,-11.5
329,-9.0625,-11.0625
330,-7.375,-8.75
331,-4.15625,-10.4375
332,-9.6875,-9.0
333,-4.34375,-4.40625
334,-11.3125,-11.8125
335,-8.875,-10.5625
336,-12.3125,-12.875
337,-8.5,-9.875
338,-4.53125,-6.25
339,-4.40625,-5.15625
340,-6.0625,-12.125
341,-6.40625,-7.84375
342,-6.8125,-5.71875
343,-7.90625,-11.75
344,-4.9375,-4.71875
345,-9.6875,-9.375
346,-10.5625,-11.0
347,-11.375,-12.1875
348,-4.125,-4.15625
349,-6.25,-5.625
350,-12.375,-11.1875
351,-5.875,-8.3125
352,-6.96875,-7.09375
353,-12.3125,-13.0
354,-6.625,-7.46875
355,-11.8125,-11.3125
356,-9.9375,-11.6875
357,-12.3125,-11.8125
358,-11.75,-12.5
359,-3.25,-3.71875
360,-12.3125,-12.25
361,-7.9375,-7.65625
362,-5.1875,-7.21875
363,-4.0625,-4.46875
364,-5.09375,-8.0
365,-8.25,-6.875
366,-10.875,-11.25
367,-12.6875,-12.3125
368,-10.875,-10.75
369,-4.90625,-5.90625
370,-8.375,-9.0625
371,-12.125,-11.3125
372,-12.3125,-11.625
373,-9.875,-10.8125
374,-10.6875,-10.1875
375,-8.6875,-8.3125
376,-6.78125,-7.71875
377,-3.9375,-3.734375
378,-5.21875,-4.46875
379,-10.875,-10.875
380,-12.125,-12.1875
381,-12.375,-12.6875
382,-12.125,-11.75
383,-8.25,-11.3125
384,-11.375,-10.9375
385,-5.28125,-5.34375
386,-9.125,-7.09375
387,-6.15625,-5.90625
388,-9.8125,-10.8125
389,-10.1875,-9.1875
390,-9.1875,-9.8125
391,-11.1875,-10.8125
392,-9.6875,-10.6875
393,-8.75,-9.5625
394,-12.0,-12.0
395,-10.8125,-11.75
396,-8.625,-8.875
397,-8.375,-12.25
398,-7.1875,-10.5
399,-11.1875,-11.5
400,-11.4375,-10.625
401,-6.5,-6.0
402,-6.6875,-7.46875
403,-10.1875,-8.875
404,-6.5,-7.09375
405,-10.3125,-10.5
406,-3.890625,-4.25
407,-7.21875,-6.65625
408,-10.1875,-10.0
409,-12.125,-12.125
410,-7.09375,-7.46875
411,-9.8125,-9.125
412,-5.15625,-7.75
413,-7.15625,-8.0
414,-11.6875,-11.875
415,-11.0625,-12.125
416,-7.8125,-12.1875
417,-5.96875,-7.6875
418,-12.5625,-12.75
419,-10.1875,-10.4375
420,-11.875,-11.5625
421,-10.0625,-11.5
422,-12.4375,-11.9375
423,-11.3125,-11.3125
424,-5.0,-7.96875
425,-5.78125,-6.125
426,-11.4375,-11.4375
427,-8.4375,-8.75
428,-12.625,-12.9375
429,-9.4375,-9.875
430,-3.703125,-3.953125
431,-2.9375,-3.734375
432,-6.59375,-7.03125
433,-12.8125,-12.75
434,-12.25,-11.9375
435,-11.375,-11.625
436,-7.625,-8.5
437,-5.15625,-4.9375
438,-4.9375,-4.25
439,-10.3125,-9.125
440,-7.21875,-8.125
441,-6.34375,-7.21875
442,-5.96875,-6.3125
443,-8.25,-8.1875
444,-6.34375,-8.0
445,-4.8125,-6.40625
446,-7.3125,-8.25
447,-10.0,-10.3125
448,-3.328125,-3.8125
449,-6.125,-5.53125
450,-5.9375,-8.8125
451,-7.21875,-7.21875
452,-4.25,-3.40625
453,-5.59375,-9.8125
454,-6.21875,-4.875
455,-9.875,-9.625
456,-4.875,-5.65625
457,-8.1875,-9.0625
458,-6.4375,-7.09375
459,-4.9375,-4.4375
460,-5.09375,-9.5
461,-11.875,-11.875
462,-9.8125,-9.5625
463,-7.8125,-9.125
464,-5.0,-5.53125
465,-11.5625,-11.8125
466,-6.125,-7.21875
467,-9.3125,-11.0625
468,-11.8125,-11.6875
469,-6.09375,-9.6875
470,-8.8125,-8.3125
471,-12.125,-12.0
472,-12.1875,-11.0625
473,-11.5,-12.0
474,-11.0625,-11.375
475,-7.09375,-8.125
476,-4.1875,-6.03125
477,-6.96875,-8.25
478,-5.5625,-5.8125
479,-5.6875,-6.0625
480,-11.0,-10.25
481,-12.0625,-12.4375
482,-11.1875,-11.375
483,-6.15625,-11.875
484,-12.1875,-11.5625
485,-7.53125,-12.4375
486,-9.125,-10.0
487,-6.625,-6.5
488,-7.53125,-5.5
489,-12.1875,-11.75
490,-2.71875,-3.234375
491,-11.4375,-11.5
492,-6.15625,-6.09375
493,-4.9375,-5.375
494,-11.4375,-10.4375
495,-8.0625,-12.125
496,-8.0625,-9.4375
497,-9.25,-11.3125
498,-12.0,-11.125
499,-10.25,-8.5625
500,-10.6875,-11.75
501,-11.375,-11.0625
502,-11.75,-12.1875
503,-9.625,-11.125
504,-11.125,-11.3125
505,-8.0625,-10.1875
506,-8.1875,-10.4375
507,-8.25,-8.3125
508,-11.5625,-11.4375
509,-10.75,-10.875
510,-12.125,-11.25
511,-12.4375,-12.4375
512,-10.5625,-11.0625
513,-11.75,-11.0
514,-10.0625,-11.4375
515,-6.375,-7.3125
516,-10.25,-11.3125
517,-4.5,-4.5
518,-10.5,-9.125
519,-4.6875,-3.859375
520,-12.0625,-11.5625
521,-10.875,-12.25
522,-6.96875,-6.28125
523,-10.1875,-11.875
524,-8.6875,-9.125
525,-8.5625,-8.375
526,-6.96875,-7.84375
527,-11.3125,-11.875
528,-5.3125,-4.75
529,-5.4375,-5.46875
530,-5.03125,-6.0
531,-12.0,-12.5
532,-6.71875,-6.15625
533,-12.4375,-5.125
534,-9.125,-9.125
535,-9.875,-9.875
536,-4.09375,-7.15625
537,-5.75,-5.6875
538,-5.125,-4.90625
539,-9.1875,-9.625
540,-12.375,-12.0
541,-6.5,-7.71875
542,-6.90625,-6.71875
543,-11.5,-11.6875
544,-5.0625,-4.75
545,-6.84375,-7.0
546,-6.40625,-6.09375
547,-4.34375,-4.40625
548,-11.375,-11.5
549,-11.6875,-11.3125
550,-7.71875,-7.59375
551,-11.375,-11.5
552,-4.3125,-5.8125
553,-6.5,-7.3125
554,-12.4375,-11.375
555,-4.875,-9.875
556,-7.40625,-8.8125
557,-11.375,-11.625
558,-12.375,-11.9375
559,-12.375,-12.0
560,-5.34375,-11.25
561,-4.34375,-9.9375
562,-11.875,-11.0625
563,-4.375,-4.625
564,-6.40625,-9.625
565,-6.4375,-9.125
566,-5.0,-7.28125
567,-11.5,-11.0625
568,-12.25,-12.0625
569,-5.5,-4.875
570,-7.5,-6.21875
571,-8.25,-6.15625
572,-11.5625,-11.4375
573,-5.5,-7.6875
574,-5.75,-5.125
575,-11.625,-11.8125
576,-11.3125,-11.75
577,-8.5,-6.09375
578,-8.75,-12.1875
579,-9.1875,-9.0625
580,-10.6875,-12.75
581,-11.5625,-12.0625
582,-5.59375,-5.78125
583,-10.6875,-11.8125
584,-6.90625,-7.3125
585,-10.0625,-10.8125
586,-11.375,-11.8125
587,-7.40625,-11.875
588,-11.0625,-9.5625
589,-9.8125,-9.6875
590,-8.5625,-11.6875
591,-10.6875,-11.4375
592,-10.0625,-10.75
593,-9.75,-9.875
594,-5.0625,-5.65625
595,-5.09375,-8.4375
596,-11.4375,-11.6875
597,-4.0,-10.875
598,-11.5,-12.3125
599,-8.9375,-11.6875
600,-9.875,-7.71875
601,-9.75,-9.8125
602,-6.25,-5.59375
603,-6.375,-7.40625
604,-7.625,-7.65625
605,-5.0625,-5.5
606,-10.8125,-11.9375
607,-11.4375,-11.125
608,-11.5,-11.8125
609,-10.5,-11.5
610,-5.0,-9.5625
611,-6.21875,-5.0
612,-5.21875,-8.1875
613,-10.9375,-11.0625
614,-7.0625,-11.875
615,-8.5,-7.375
616,-9.375,-12.625
617,-10.75,-10.75
618,-4.96875,-12.1875
619,-6.75,-7.5625
620,-5.59375,-9.0
621,-5.40625,-4.625
622,-5.75,-5.84375
623,-11.0625,-11.6875
624,-6.21875,-7.59375
625,-5.59375,-6.8125
626,-7.4375,-8.1875
627,-11.625,-11.625
628,-4.40625,-5.21875
629,-4.625,-4.53125
630,-11.6875,-11.0625
631,-11.0625,-11.0625
632,-10.9375,-11.75
633,-4.21875,-6.78125
634,-8.625,-9.6875
635,-5.8125,-8.625
636,-9.625,-10.4375
637,-12.125,-11.6875
638,-11.9375,-11.5
639,-3.34375,-5.15625
640,-11.375,-11.375
641,-5.9375,-11.8125
642,-6.15625,-4.0625
643,-3.578125,-3.890625
644,-7.21875,-8.1875
645,-8.0,-7.46875
646,-11.125,-12.375
647,-10.4375,-11.125
648,-10.375,-10.125
649,-6.09375,-6.5625
650,-7.53125,-7.4375
651,-11.0625,-12.125
652,-4.5,-3.328125
653,-7.6875,-8.1875
654,-8.875,-10.0625
655,-4.5625,-6.1875
656,-7.75,-6.5625
657,-4.71875,-4.84375
658,-12.0625,-12.25
659,-12.0,-11.625
660,-5.46875,-6.25
661,-12.1875,-7.03125
662,-6.09375,-4.1875
663,-10.375,-9.875
664,-5.53125,-9.75
665,-9.0,-11.75
666,-9.25,-10.0
667,-10.875,-12.125
668,-6.125,-8.0625
669,-10.6875,-10.8125
670,-10.9375,-11.625
671,-11.0,-12.3125
672,-10.0,-11.125
673,-5.46875,-6.375
674,-11.5625,-12.0
675,-5.09375,-5.46875
676,-4.6875,-5.40625
677,-11.75,-11.375
678,-7.09375,-4.90625
679,-3.859375,-4.03125
680,-10.1875,-10.4375
681,-4.75,-5.59375
682,-11.3125,-10.875
683,-5.375,-6.59375
684,-5.9375,-6.875
685,-5.09375,-5.5
686,-8.375,-8.125
687,-10.25,-8.9375
688,-4.4375,-7.21875
689,-6.9375,-7.1875
690,-10.875,-10.6875
691,-6.28125,-11.375
692,-5.90625,-5.0
693,-5.625,-5.65625
694,-3.78125,-3.78125
695,-7.8125,-5.125
696,-8.3125,-8.75
697,-3.359375,-3.8125
698,-9.75,-9.75
699,-11.625,-11.625
700,-11.9375,-12.0
701,-11.3125,-10.625
702,-10.3125,-11.0625
703,-7.03125,-9.0625
704,-9.1875,-9.25
705,-10.5,-10.4375
706,-5.375,-5.15625
707,-9.625,-11.4375
708,-11.5,-10.625
709,-9.75,-12.125
710,-10.0,-9.375
711,-10.5,-9.3125
712,-4.53125,-5.09375
713,-10.375,-9.875
714,-4.875,-12.5625
715,-11.5625,-11.0
716,-9.6875,-12.0625
717,-5.5,-6.03125
718,-8.4375,-7.4375
719,-6.75,-6.875
720,-9.25,-11.0625
721,-10.75,-10.8125
722,-5.65625,-5.84375
723,-4.75,-5.15625
724,-10.375,-10.6875
725,-10.6875,-9.125
726,-5.125,-5.90625
727,-6.0,-6.78125
728,-10.9375,-10.875
729,-11.875,-11.875
730,-11.625,-11.75
731,-12.375,-11.625
732,-10.75,-10.75
733,-11.75,-12.0
734,-11.1875,-11.0625
735,-5.78125,-5.9375
736,-7.15625,-4.84375
737,-12.0625,-11.4375
738,-9.5,-10.0
739,-6.5625,-8.3125
740,-7.125,-7.9375
741,-5.21875,-5.8125
742,-10.8125,-9.9375
743,-6.84375,-6.78125
744,-7.46875,-9.8125
745,-11.4375,-10.5625
746,-11.6875,-11.6875
747,-11.6875,-11.5
748,-11.6875,-11.3125
749,-7.71875,-7.03125
750,-10.1875,-11.0625
751,-11.8125,-12.0
752,-10.5625,-11.25
753,-3.8125,-4.3125
754,-12.4375,-11.4375
755,-4.5,-6.15625
756,-12.1875,-11.9375
757,-11.1875,-10.625
758,-11.0625,-11.3125
759,-5.9375,-8.625
760,-6.1875,-7.125
761,-11.9375,-12.3125
762,-10.375,-8.125
763,-9.5625,-9.875
764,-7.78125,-9.4375
765,-6.34375,-6.4375
766,-3.296875,-3.703125
767,-4.40625,-4.3125
768,-12.125,-11.9375
769,-11.5625,-11.8125
770,-8.625,-6.0
771,-3.578125,-4.09375
772,-11.5625,-11.625
773,-9.9375,-9.875
774,-11.25,-9.8125
775,-10.8125,-10.125
776,-7.1875,-7.4375
777,-8.0625,-9.8125
778,-6.875,-6.71875
779,-11.6875,-11.75
780,-11.1875,-11.4375
781,-7.125,-8.1875
782,-9.5,-9.5
783,-5.25,-5.8125
784,-6.78125,-3.53125
785,-6.84375,-11.375
786,-11.625,-12.375
787,-12.0625,-11.4375
788,-9.4375,-11.75
789,-4.4375,-4.25
790,-7.78125,-10.0
791,-12.0,-11.25
792,-11.5625,-12.1875
793,-7.25,-7.625
794,-7.78125,-11.1875
795,-11.6875,-11.5
796,-10.75,-10.3125
797,-12.5625,-12.0
798,-6.71875,-6.3125
799,-12.25,-11.75
800,-5.5625,-7.1875
801,-10.1875,-10.5
802,-9.25,-9.4375
803,-5.4375,-9.25
804,-11.25,-10.8125
805,-12.4375,-5.6875
806,-6.3125,-7.59375
807,-11.4375,-10.5
808,-5.1875,-11.25
809,-9.8125,-7.6875
810,-11.0,-11.8125
811,-9.375,-6.40625
812,-8.375,-8.625
813,-4.90625,-5.3125
814,-3.5625,-3.140625
815,-11.0,-10.9375
816,-4.1875,-4.5
817,-7.125,-5.5625
818,-5.5625,-5.59375
819,-10.25,-10.8125
820,-11.3125,-10.875
821,-12.4375,-11.75
822,-4.59375,-5.53125
823,-10.5,-11.625
824,-12.5,-12.3125
825,-7.5,-10.625
826,-11.8125,-11.6875
827,-6.4375,-7.21875
828,-10.3125,-10.5
829,-8.625,-9.5625
830,-8.5,-7.84375
831,-10.6875,-11.0625
832,-9.9375,-11.0625
833,-4.5625,-5.03125
834,-6.8125,-6.1875
835,-10.875,-11.1875
836,-9.75,-10.25
837,-7.5625,-8.0
838,-7.03125,-6.84375
839,-5.0625,-4.90625
840,-5.96875,-7.03125
841,-12.125,-12.625
842,-10.5625,-12.4375
843,-12.375,-11.5
844,-11.25,-11.8125
845,-11.6875,-12.1875
846,-6.40625,-5.25
847,-6.375,-6.9375
848,-7.5,-7.90625
849,-9.4375,-8.75
850,-6.0,-10.4375
851,-4.65625,-4.5625
852,-11.1875,-11.3125
853,-10.875,-11.6875
854,-7.21875,-5.4375
855,-12.0625,-12.0625
856,-11.5625,-11.1875
857,-7.90625,-6.75
858,-10.75,-10.5
859,-8.5,-8.1875
860,-10.9375,-9.5
861,-7.625,-12.4375
862,-5.4375,-10.3125
863,-11.9375,-10.875
864,-9.4375,-11.9375
865,-5.25,-10.875
866,-10.1875,-11.875
867,-5.625,-5.65625
868,-11.9375,-12.0
869,-5.59375,-4.0625
870,-11.0,-11.5625
871,-11.4375,-11.25
872,-11.5,-12.0625
873,-11.4375,-11.9375
874,-6.90625,-4.6875
875,-4.75,-8.125
876,-13.1875,-12.9375
877,-11.1875,-11.625
878,-11.6875,-12.0
879,-5.125,-10.875
880,-12.1875,-11.4375
881,-11.625,-11.9375
882,-11.3125,-9.9375
883,-7.46875,-9.9375
884,-6.375,-5.53125
885,-11.3125,-11.75
886,-4.96875,-5.65625
887,-9.875,-10.1875
888,-11.0625,-11.8125
889,-12.125,-12.375
890,-10.5,-10.875
891,-12.5,-12.0
892,-4.0,-9.4375
893,-12.375,-12.5625
894,-6.3125,-8.3125
895,-11.0,-12.4375
896,-10.8125,-11.375
897,-8.75,-9.375
898,-10.9375,-10.75
899,-4.96875,-5.0
900,-8.5625,-6.625
901,-6.75,-9.75
902,-10.4375,-9.25
903,-5.40625,-5.78125
904,-11.0625,-11.5
905,-10.875,-11.125
906,-4.90625,-7.21875
907,-9.3125,-12.5
908,-11.875,-11.8125
909,-5.34375,-6.4375
910,-4.84375,-3.921875
911,-12.0625,-11.75
912,-11.875,-11.625
913,-10.1875,-10.125
914,-11.6875,-11.75
915,-6.90625,-7.4375
916,-9.75,-7.125
917,-9.375,-10.625
918,-11.75,-11.6875
919,-7.46875,-6.90625
920,-5.6875,-11.8125
921,-7.25,-6.21875
922,-9.875,-11.0
923,-5.4375,-9.6875
924,-5.375,-10.375
925,-11.375,-11.75
926,-12.0625,-11.625
927,-11.9375,-11.875
928,-10.3125,-10.75
929,-8.75,-11.3125
930,-7.28125,-6.90625
931,-12.4375,-12.625
932,-8.25,-11.4375
933,-6.46875,-12.25
934,-5.1875,-7.0
935,-4.8125,-5.40625
936,-11.9375,-10.5625
937,-4.78125,-3.03125
938,-7.34375,-6.65625
939,-4.375,-4.96875
940,-5.9375,-8.5625
941,-10.875,-11.4375
942,-6.8125,-11.1875
943,-4.46875,-5.0
944,-10.0625,-9.8125
945,-8.5625,-9.6875
946,-11.75,-11.8125
947,-6.96875,-8.1875
948,-5.125,-8.8125
949,-3.765625,-6.15625
950,-5.25,-4.59375
951,-7.71875,-7.03125
952,-12.1875,-12.375
953,-11.625,-11.25
954,-7.9375,-8.0625
955,-5.15625,-5.09375
956,-7.78125,-9.5625
957,-11.1875,-11.6875
958,-4.34375,-4.65625
959,-8.1875,-7.21875
960,-12.1875,-12.125
961,-12.375,-7.65625
962,-12.0,-11.625
963,-6.75,-7.1875
964,-10.0,-7.78125
965,-2.921875,-3.75
966,-10.25,-10.3125
967,-6.09375,-6.0
968,-11.8125,-11.875
969,-12.625,-11.625
970,-5.75,-6.09375
971,-5.03125,-5.28125
972,-3.90625,-5.78125
973,-6.34375,-7.0625
974,-8.375,-9.125
975,-11.3125,-11.375
976,-8.625,-9.4375
977,-3.5,-5.0
978,-9.1875,-8.875
979,-11.125,-11.5
980,-12.0,-11.125
981,-5.1875,-3.859375
982,-9.875,-9.25
983,-3.734375,-5.4375
984,-11.0,-10.25
985,-5.3125,-6.09375
986,-4.59375,-7.0
987,-4.90625,-5.90625
988,-11.8125,-11.1875
989,-10.8125,-11.3125
990,-8.875,-12.1875
991,-11.3125,-12.8125
992,-3.5,-3.96875
993,-5.25,-5.65625
994,-7.0,-8.625
995,-12.5625,-12.125
996,-12.375,-11.1875
997,-10.0625,-9.625
998,-7.09375,-7.34375
999,-7.21875,-8.125
1000,-9.375,-10.6875
1001,-8.5625,-11.25
1002,-5.75,-8.9375
1003,-11.8125,-11.25
1004,-8.4375,-9.5
1005,-6.65625,-7.3125
1006,-5.34375,-6.65625
1007,-2.578125,-3.328125
1008,-4.78125,-10.1875
1009,-6.6875,-10.9375
1010,-10.9375,-12.3125
1011,-9.125,-11.1875
1012,-7.6875,-8.5
1013,-8.625,-8.75
1014,-12.125,-12.4375
1015,-11.0625,-12.125
1016,-5.84375,-5.5625
1017,-11.125,-11.0
1018,-10.5,-11.1875
1019,-5.28125,-5.9375
1020,-11.0,-11.625
1021,-12.1875,-11.6875
1022,-10.25,-11.5625
1023,-4.15625,-3.828125
1024,-4.375,-5.78125
1025,-10.6875,-10.25
1026,-11.1875,-11.3125
1027,-9.9375,-11.125
1028,-10.9375,-10.9375
1029,-10.375,-10.5625
1030,-6.3125,-12.0625
1031,-6.15625,-6.96875
1032,-11.75,-10.75
1033,-5.1875,-5.5625
1034,-11.375,-11.0625
1035,-10.75,-10.1875
1036,-2.515625,-2.796875
1037,-12.125,-12.125
1038,-6.78125,-8.125
1039,-8.75,-10.4375
1040,-12.1875,-12.25
1041,-12.125,-11.6875
1042,-7.53125,-10.4375
1043,-3.53125,-2.5625
1044,-7.0625,-11.75
1045,-7.625,-8.5
1046,-13.0625,-12.875
1047,-9.625,-9.5
1048,-5.5625,-5.1875
1049,-4.0,-11.8125
1050,-4.875,-4.3125
