,row_id,reward_a,reward_b
84,84,-10.25,-10.3125
85,85,-11.9375,-11.6875
86,86,-12.9375,-11.9375
87,87,-6.0625,-8.4375
88,88,-11.75,-12.0625
89,89,-6.0625,-5.53125
90,90,-11.5625,-11.9375
91,91,-11.1875,-10.8125
92,92,-5.21875,-3.953125
93,93,-4.8125,-4.625
94,94,-11.9375,-11.5625
95,95,-6.8125,-7.96875
96,96,-4.4375,-4.53125
97,97,-9.8125,-9.0
98,98,-12.4375,-12.375
99,99,-7.4375,-7.4375
100,100,-4.78125,-7.65625
101,101,-11.75,-12.5
102,102,-5.0,-6.34375
103,103,-11.5,-11.8125
104,104,-11.5,-10.625
105,105,-6.71875,-8.0
106,106,-4.25,-5.21875
107,107,-11.5,-12.25
108,108,-10.6875,-11.4375
109,109,-5.28125,-6.75
110,110,-6.96875,-8.3125
111,111,-6.21875,-5.03125
112,112,-6.03125,-5.03125
113,113,-11.125,-12.0625
114,114,-5.21875,-6.53125
115,115,-11.875,-11.1875
116,116,-11.25,-12.375
117,117,-11.1875,-11.3125
118,118,-8.0,-9.6875
119,119,-11.125,-11.0
120,120,-5.21875,-6.96875
121,121,-12.8125,-11.9375
122,122,-8.0625,-10.5625
123,123,-6.375,-5.21875
124,124,-12.8125,-12.0625
125,125,-10.4375,-10.125
126,126,-10.75,-12.125
127,127,-9.3125,-8.625
128,128,-7.5625,-11.9375
129,129,-12.25,-11.0625
130,130,-6.78125,-7.71875
131,131,-12.1875,-11.625
132,132,-6.59375,-6.84375
133,133,-5.90625,-8.3125
134,134,-10.375,-10.8125
135,135,-11.1875,-10.8125
136,136,-5.1875,-9.1875
137,137,-10.875,-10.5
138,138,-11.9375,-11.5625
139,139,-7.21875,-9.0
140,140,-9.875,-10.4375
141,141,-7.125,-9.1875
142,142,-5.90625,-5.84375
143,143,-6.0,-7.40625
144,144,-8.0625,-9.3125
145,145,-6.40625,-11.9375
146,146,-11.5625,-12.0
147,147,-7.125,-8.875
148,148,-12.1875,-12.625
149,149,-5.875,-6.96875
150,150,-7.375,-7.21875
151,151,-12.4375,-12.25
152,152,-4.375,-3.671875
153,153,-7.9375,-8.125
154,154,-10.4375,-10.9375
155,155,-11.0,-11.9375
156,156,-11.375,-11.75
157,157,-10.8125,-11.125
158,158,-10.125,-10.6875
159,159,-6.25,-4.84375
160,160,-6.4375,-5.5625
161,161,-8.6875,-10.8125
162,162,-5.25,-7.15625
163,163,-11.1875,-12.125
164,164,-3.234375,-6.5
165,165,-8.625,-8.9375
166,166,-4.9375,-5.0
167,167,-8.8125,-10.0625
168,168,-8.5,-10.5625
169,169,-7.9375,-6.625
170,170,-4.25,-5.09375
171,171,-3.609375,-5.53125
172,172,-6.03125,-4.84375
173,173,-7.59375,-5.625
174,174,-10.375,-10.875
175,175,-10.5,-10.5
176,176,-5.84375,-5.46875
177,177,-11.75,-11.375
178,178,-4.8125,-7.1875
179,179,-11.1875,-10.75
180,180,-7.09375,-6.59375
181,181,-5.03125,-5.28125
182,182,-11.0625,-10.1875
183,183,-12.0625,-11.5625
184,184,-11.1875,-10.75
185,185,-3.625,-3.75
186,186,-6.65625,-11.3125
187,187,-10.375,-10.9375
188,188,-11.125,-11.625
189,189,-9.875,-10.75
190,190,-11.5,-11.625
191,191,-11.4375,-12.5
192,192,-11.375,-10.875
193,193,-7.5,-8.3125
194,194,-8.9375,-9.4375
195,195,-7.1875,-7.40625
196,196,-6.0,-5.34375
197,197,-12.125,-12.25
198,198,-11.6875,-11.375
199,199,-12.25,-12.4375
200,200,-3.75,-4.09375
201,201,-4.96875,-5.46875
202,202,-9.4375,-11.0625
203,203,-11.4375,-11.3125
204,204,-7.09375,-7.6875
205,205,-4.90625,-5.09375
206,206,-12.0,-12.8125
207,207,-5.53125,-3.921875
208,208,-3.453125,-3.21875
209,209,-11.125,-10.6875
210,210,-12.5,-12.75
211,211,-11.25,-10.4375
212,212,-11.3125,-11.125
213,213,-4.90625,-5.28125
214,214,-5.25,-6.78125
215,215,-12.1875,-12.125
216,216,-3.953125,-3.375
217,217,-12.25,-12.0625
218,218,-5.21875,-7.5625
219,219,-7.65625,-7.53125
220,220,-5.75,-5.25
221,221,-12.0625,-11.5625
222,222,-5.125,-5.8125
223,223,-9.125,-8.625
224,224,-11.375,-9.6875
225,225,-4.71875,-11.8125
226,226,-12.0,-11.75
227,227,-9.125,-8.3125
228,228,-12.125,-11.1875
229,229,-3.78125,-3.546875
230,230,-3.34375,-4.3125
231,231,-5.625,-5.3125
232,232,-12.5,-12.375
233,233,-9.3125,-9.4375
234,234,-5.9375,-7.59375
235,235,-9.5,-10.625
236,236,-9.1875,-9.875
237,237,-3.5,-3.625
238,238,-8.25,-10.25
239,239,-5.8125,-8.6875
240,240,-7.875,-11.625
241,241,-11.125,-12.75
242,242,-9.6875,-10.25
243,243,-11.1875,-11.9375
244,244,-11.4375,-11.1875
245,245,-12.375,-11.6875
246,246,-4.34375,-3.84375
247,247,-11.6875,-10.8125
248,248,-4.96875,-11.875
249,249,-11.3125,-11.875
250,250,-6.0,-6.84375
251,251,-6.53125,-6.0
252,252,-5.78125,-5.15625
253,253,-5.71875,-9.0
254,254,-7.09375,-6.59375
255,255,-5.25,-4.5625
256,256,-11.25,-11.1875
257,257,-3.484375,-3.125
258,258,-4.90625,-5.75
259,259,-12.0,-11.875
260,260,-12.8125,-12.75
261,261,-4.5,-5.46875
262,262,-12.5,-11.875
263,263,-6.0,-10.25
264,264,-5.875,-6.34375
265,265,-8.4375,-10.8125
266,266,-11.125,-11.625
267,267,-8.0625,-9.0
268,268,-9.6875,-10.1875
269,269,-4.53125,-5.25
270,270,-6.90625,-4.875
271,271,-9.0,-8.5
272,272,-11.5,-11.8125
273,273,-6.5,-8.4375
274,274,-7.46875,-7.21875
275,275,-11.125,-12.1875
276,276,-9.0,-9.375
277,277,-5.46875,-4.6875
278,278,-4.59375,-5.34375
279,279,-10.6875,-12.25
280,280,-10.9375,-11.3125
281,281,-5.125,-5.71875
282,282,-10.6875,-11.3125
283,283,-12.375,-12.9375
284,284,-11.75,-11.875
285,285,-10.0,-11.3125
286,286,-5.78125,-8.0
287,287,-12.625,-11.4375
288,288,-8.0,-5.71875
289,289,-11.625,-12.0
290,290,-5.875,-8.5625
291,291,-12.1875,-11.8125
292,292,-9.25,-10.0625
293,293,-8.375,-8.625
294,294,-8.375,-7.375
295,295,-2.65625,-4.1875
296,296,-8.1875,-11.4375
297,297,-5.9375,-7.125
298,298,-12.25,-12.125
299,299,-7.28125,-4.6875
300,300,-5.3125,-10.8125
301,301,-8.4375,-7.96875
302,302,-12.25,-12.3125
303,303,-7.53125,-4.75
304,304,-9.125,-10.625
305,305,-12.125,-10.1875
306,306,-9.125,-10.6875
307,307,-4.1875,-5.25
308,308,-5.75,-6.1875
309,309,-10.4375,-11.125
310,310,-7.34375,-6.9375
311,311,-12.0,-11.6875
312,312,-11.5,-11.6875
313,313,-6.09375,-7.40625
314,314,-10.1875,-11.125
315,315,-10.4375,-10.25
316,316,-4.6875,-5.09375
317,317,-6.625,-8.125
318,318,-4.625,-4.71875
319,319,-6.4375,-11.375
320,320,-5.25,-5.6875
321,321,-5.15625,-5.09375
322,322,-12.0,-11.6875
323,323,-10.5,-10.625
324,324,-3.53125,-4.0
325,325,-10.75,-11.5
326,326,-11.9375,-12.125
327,327,-4.09375,-11.3125
328,328,-5.0625,-6.78125
329,329,-9.1875,-10.875
330,330,-10.4375,-10.1875
331,331,-10.5,-11.1875
332,332,-4.90625,-5.3125
333,333,-10.8125,-11.125
334,334,-7.3125,-8.25
335,335,-7.53125,-8.25
336,336,-9.4375,-9.0625
337,337,-8.375,-10.4375
338,338,-7.46875,-11.6875
339,339,-4.78125,-4.1875
340,340,-10.75,-10.1875
341,341,-11.1875,-11.9375
342,342,-5.0625,-6.5
343,343,-3.171875,-3.15625
344,344,-4.90625,-7.4375
345,345,-8.3125,-11.0
346,346,-7.6875,-8.75
347,347,-4.90625,-5.28125
348,348,-7.96875,-8.3125
349,349,-6.0,-12.0625
350,350,-5.25,-4.6875
351,351,-4.5625,-11.5
352,352,-11.9375,-11.5
353,353,-9.5,-10.0
354,354,-5.125,-5.4375
355,355,-11.625,-12.125
356,356,-9.625,-11.9375
357,357,-10.4375,-12.4375
358,358,-6.34375,-5.90625
359,359,-8.8125,-8.3125
360,360,-4.3125,-4.375
361,361,-5.46875,-4.84375
362,362,-4.625,-4.96875
363,363,-9.0,-8.5625
364,364,-8.0,-9.1875
365,365,-4.5625,-5.625
366,366,-12.0625,-11.875
367,367,-8.0,-8.25
368,368,-4.96875,-8.125
369,369,-11.5625,-11.3125
370,370,-9.9375,-9.75
371,371,-7.71875,-7.5625
372,372,-9.375,-10.3125
373,373,-7.1875,-8.6875
374,374,-5.78125,-5.625
375,375,-11.9375,-11.5
376,376,-10.0,-8.9375
377,377,-6.28125,-4.1875
378,378,-3.1875,-4.28125
379,379,-12.1875,-11.8125
380,380,-10.1875,-10.0
381,381,-5.0,-6.53125
382,382,-5.15625,-7.6875
383,383,-6.875,-6.71875
384,384,-11.875,-11.5
385,385,-6.15625,-6.8125
386,386,-9.4375,-9.5
387,387,-5.78125,-9.125
388,388,-9.6875,-10.1875
389,389,-8.375,-8.625
390,390,-11.4375,-10.75
391,391,-4.125,-4.09375
392,392,-5.1875,-7.125
393,393,-9.0625,-8.8125
394,394,-12.125,-12.125
395,395,-10.0,-10.0625
396,396,-12.0625,-11.9375
397,397,-9.9375,-11.8125
398,398,-3.203125,-2.953125
399,399,-6.875,-5.125
400,400,-5.375,-7.0
401,401,-12.3125,-11.875
402,402,-11.0,-11.125
403,403,-8.0625,-8.5625
404,404,-4.375,-3.46875
405,405,-6.59375,-9.0625
406,406,-9.125,-11.375
407,407,-8.125,-9.5
408,408,-7.34375,-7.6875
409,409,-4.15625,-5.1875
410,410,-11.375,-11.3125
411,411,-4.8125,-5.03125
412,412,-9.9375,-11.0
413,413,-12.5625,-12.4375
414,414,-5.84375,-6.03125
415,415,-6.5,-10.5625
416,416,-10.25,-10.8125
417,417,-7.03125,-8.8125
418,418,-10.875,-11.6875
419,419,-5.875,-5.21875
420,420,-4.34375,-5.125
421,421,-4.84375,-4.46875
422,422,-11.6875,-11.5
423,423,-4.96875,-6.28125
424,424,-10.4375,-10.0625
425,425,-11.0625,-11.6875
426,426,-10.5,-10.125
427,427,-6.9375,-5.8125
428,428,-11.875,-11.75
429,429,-12.0,-11.9375
430,430,-11.25,-11.0625
431,431,-8.6875,-9.3125
432,432,-7.75,-7.375
433,433,-6.21875,-10.625
434,434,-8.0625,-8.25
435,435,-4.6875,-5.09375
436,436,-12.5,-12.0
437,437,-11.4375,-11.6875
438,438,-5.4375,-12.0
439,439,-13.0,-11.5
440,440,-3.984375,-5.3125
441,441,-13.0625,-12.9375
442,442,-10.4375,-11.375
443,443,-10.5625,-11.1875
444,444,-11.9375,-11.6875
445,445,-10.25,-9.3125
446,446,-9.0625,-10.6875
447,447,-8.875,-9.4375
448,448,-6.125,-8.25
449,449,-11.25,-11.0625
450,450,-4.46875,-5.59375
451,451,-5.0,-4.71875
452,452,-9.6875,-8.125
453,453,-4.3125,-6.5625
454,454,-11.4375,-10.8125
455,455,-12.75,-12.5
456,456,-12.0,-12.875
457,457,-12.5625,-12.4375
458,458,-4.40625,-5.5625
459,459,-3.515625,-4.53125
460,460,-9.8125,-9.6875
461,461,-7.46875,-7.3125
462,462,-4.4375,-5.46875
463,463,-5.21875,-6.03125
464,464,-6.78125,-7.03125
465,465,-4.34375,-8.25
466,466,-8.0,-9.8125
467,467,-7.625,-9.375
468,468,-11.5625,-12.0625
469,469,-6.71875,-12.1875
470,470,-10.3125,-10.0625
471,471,-10.1875,-9.125
472,472,-8.625,-7.875
473,473,-4.4375,-6.5
474,474,-9.9375,-11.125
475,475,-10.0625,-11.375
476,476,-12.5625,-12.25
477,477,-6.875,-6.40625
478,478,-5.25,-6.34375
479,479,-7.71875,-9.0
480,480,-12.75,-12.25
481,481,-4.71875,-4.71875
482,482,-5.84375,-4.9375
483,483,-6.84375,-6.625
484,484,-11.0,-9.6875
485,485,-5.28125,-7.8125
486,486,-8.125,-6.40625
487,487,-9.5,-8.75
488,488,-12.25,-12.1875
489,489,-11.875,-11.8125
490,490,-11.5625,-11.875
491,491,-7.21875,-8.75
492,492,-10.3125,-10.9375
493,493,-7.65625,-9.5625
494,494,-11.9375,-11.875
495,495,-6.21875,-8.0
496,496,-9.0625,-12.25
497,497,-12.25,-12.0
498,498,-6.125,-5.0625
499,499,-1.0078125,-1.140625
500,500,-9.0625,-8.4375
501,501,-9.6875,-11.0625
502,502,-7.53125,-9.1875
503,503,-7.1875,-10.5625
504,504,-5.59375,-5.78125
505,505,-7.71875,-10.9375
506,506,-11.5,-12.125
507,507,-4.03125,-4.71875
508,508,-5.78125,-12.0625
509,509,-10.25,-11.75
510,510,-8.25,-8.5
511,511,-6.25,-7.3125
512,512,-4.65625,-5.5
513,513,-11.375,-11.375
514,514,-8.125,-8.6875
515,515,-7.9375,-10.0625
516,516,-12.0625,-11.375
517,517,-3.203125,-2.796875
518,518,-11.625,-11.9375
519,519,-9.625,-9.9375
520,520,-7.0625,-10.125
521,521,-11.1875,-11.5
522,522,-5.40625,-9.0
523,523,-6.9375,-11.3125
524,524,-6.5,-7.28125
525,525,-5.78125,-6.9375
526,526,-10.8125,-10.9375
527,527,-11.1875,-11.9375
528,528,-5.4375,-6.25
529,529,-7.03125,-9.375
530,530,-4.46875,-5.21875
531,531,-6.09375,-7.53125
532,532,-7.21875,-8.375
533,533,-6.75,-6.09375
534,534,-2.953125,-3.71875
535,535,-7.75,-8.375
536,536,-11.9375,-12.1875
537,537,-4.34375,-5.8125
538,538,-4.09375,-5.1875
539,539,-11.375,-11.625
540,540,-6.0625,-6.0
541,541,-9.6875,-9.125
542,542,-5.96875,-6.5
543,543,-10.4375,-10.8125
544,544,-7.46875,-7.3125
545,545,-5.3125,-5.5625
546,546,-11.4375,-11.875
547,547,-8.75,-8.3125
548,548,-7.5,-6.25
549,549,-3.828125,-4.28125
550,550,-4.5625,-5.46875
551,551,-5.375,-6.5
552,552,-11.0,-11.375
553,553,-5.8125,-7.0625
554,554,-5.5,-9.9375
555,555,-4.5,-5.5625
556,556,-5.375,-6.5625
557,557,-5.1875,-7.71875
558,558,-10.0,-12.4375
559,559,-4.75,-3.53125
560,560,-12.9375,-12.4375
561,561,-6.59375,-6.71875
562,562,-8.0,-6.6875
563,563,-7.0,-12.0625
564,564,-5.125,-11.5
565,565,-11.5625,-12.4375
566,566,-11.625,-11.5625
567,567,-6.0625,-7.53125
568,568,-9.9375,-10.9375
569,569,-8.0625,-8.6875
570,570,-6.9375,-6.0625
571,571,-3.046875,-4.875
572,572,-4.4375,-4.03125
573,573,-9.9375,-12.75
574,574,-5.5,-5.5625
575,575,-11.5625,-12.0
576,576,-11.3125,-12.3125
577,577,-10.0625,-11.25
578,578,-8.1875,-11.4375
579,579,-11.0,-11.4375
580,580,-6.15625,-6.96875
581,581,-10.375,-9.6875
582,582,-11.8125,-11.75
583,583,-9.375,-11.625
584,584,-4.28125,-4.53125
585,585,-8.9375,-9.0625
586,586,-11.4375,-10.875
587,587,-6.21875,-11.25
588,588,-4.65625,-5.40625
589,589,-7.84375,-9.9375
590,590,-6.4375,-6.46875
591,591,-7.78125,-7.625
592,592,-4.71875,-4.84375
593,593,-5.25,-12.1875
594,594,-5.84375,-10.5
595,595,-7.6875,-8.4375
596,596,-12.0625,-12.25
597,597,-12.1875,-10.625
598,598,-12.5,-11.25
599,599,-7.4375,-7.4375
600,600,-10.8125,-11.5
601,601,-6.125,-11.125
602,602,-11.9375,-12.3125
603,603,-7.375,-9.0625
604,604,-6.46875,-5.625
605,605,-8.25,-9.5625
606,606,-11.25,-12.125
607,607,-11.0,-11.6875
608,608,-9.625,-10.75
609,609,-11.0,-12.1875
610,610,-5.0625,-5.40625
611,611,-9.9375,-10.875
612,612,-5.15625,-4.90625
613,613,-6.875,-7.6875
614,614,-9.125,-9.4375
615,615,-12.0,-11.25
616,616,-11.625,-10.8125
617,617,-9.4375,-9.75
618,618,-6.90625,-7.0625
619,619,-10.9375,-11.6875
620,620,-11.6875,-11.375
621,621,-3.890625,-6.1875
622,622,-6.84375,-8.25
623,623,-3.953125,-6.5
624,624,-10.0625,-10.375
625,625,-6.09375,-11.9375
626,626,-12.0,-11.25
627,627,-5.40625,-5.65625
628,628,-7.21875,-8.1875
629,629,-7.46875,-7.375
630,630,-5.3125,-5.59375
631,631,-10.4375,-10.125
632,632,-9.6875,-9.8125
633,633,-5.125,-4.5
634,634,-5.21875,-4.6875
635,635,-6.96875,-7.0625
636,636,-4.1875,-3.96875
637,637,-10.625,-10.5625
638,638,-6.1875,-8.4375
639,639,-3.765625,-5.1875
640,640,-7.40625,-9.0
641,641,-11.5625,-11.3125
642,642,-12.0625,-9.875
643,643,-5.9375,-5.65625
644,644,-4.375,-4.4375
645,645,-6.875,-7.8125
646,646,-9.9375,-9.875
647,647,-6.15625,-4.78125
648,648,-11.875,-11.1875
649,649,-2.53125,-3.265625
650,650,-9.0,-10.0
651,651,-10.0625,-9.625
652,652,-6.0,-5.3125
653,653,-8.25,-9.25
654,654,-11.9375,-10.9375
655,655,-11.875,-12.0
656,656,-8.9375,-11.625
657,657,-8.5625,-9.4375
658,658,-11.5625,-11.0
659,659,-11.375,-11.5625
660,660,-4.28125,-4.1875
661,661,-3.0,-2.796875
662,662,-5.0625,-11.6875
663,663,-4.90625,-6.28125
664,664,-7.6875,-11.0
665,665,-4.9375,-6.75
666,666,-10.625,-10.0625
667,667,-8.6875,-11.5625
668,668,-11.875,-12.8125
669,669,-4.96875,-9.0
670,670,-12.0625,-12.0
671,671,-8.6875,-5.8125
672,672,-9.625,-9.375
673,673,-4.40625,-5.1875
674,674,-9.375,-9.125
675,675,-10.5625,-11.5625
676,676,-5.96875,-7.0
677,677,-12.125,-12.5625
678,678,-9.875,-11.75
679,679,-6.6875,-7.65625
680,680,-9.375,-10.625
681,681,-4.59375,-7.6875
682,682,-3.796875,-3.71875
683,683,-8.3125,-8.3125
684,684,-4.75,-11.1875
685,685,-7.59375,-10.5
686,686,-9.5625,-10.9375
687,687,-7.59375,-7.5
688,688,-5.8125,-10.3125
689,689,-7.25,-9.875
690,690,-8.6875,-12.125
691,691,-10.125,-8.875
692,692,-4.875,-7.03125
693,693,-11.625,-12.0625
694,694,-10.8125,-11.25
695,695,-9.5625,-9.875
696,696,-11.375,-11.6875
697,697,-9.3125,-10.0625
698,698,-4.9375,-2.8125
699,699,-8.875,-7.6875
700,700,-11.5,-11.9375
701,701,-6.65625,-8.1875
702,702,-4.25,-4.84375
703,703,-5.96875,-11.4375
704,704,-6.875,-9.25
705,705,-12.8125,-11.875
706,706,-6.90625,-8.0
707,707,-8.625,-9.9375
708,708,-12.0625,-11.5
709,709,-7.75,-8.8125
710,710,-11.4375,-11.875
711,711,-6.0625,-4.90625
712,712,-8.5625,-9.8125
713,713,-12.375,-11.25
714,714,-3.25,-5.6875
715,715,-7.84375,-11.1875
716,716,-6.125,-11.5
717,717,-12.125,-11.9375
718,718,-11.0625,-11.4375
719,719,-11.0,-10.3125
720,720,-9.875,-10.875
721,721,-12.125,-12.0625
722,722,-7.75,-7.3125
723,723,-5.0625,-5.71875
724,724,-11.625,-12.125
725,725,-6.0,-6.34375
726,726,-6.65625,-7.0625
727,727,-11.0,-9.75
728,728,-6.90625,-6.375
729,729,-11.4375,-11.375
730,730,-5.53125,-12.1875
731,731,-8.4375,-9.375
732,732,-9.75,-10.4375
733,733,-8.5625,-6.53125
734,734,-6.03125,-12.0625
735,735,-4.875,-5.125
736,736,-11.5625,-11.75
737,737,-12.3125,-11.25
738,738,-5.03125,-12.0
739,739,-3.8125,-3.90625
740,740,-11.5,-10.9375
741,741,-10.4375,-10.875
742,742,-12.0625,-11.9375
743,743,-10.0,-6.65625
744,744,-8.8125,-9.6875
745,745,-5.96875,-6.96875
746,746,-9.75,-10.0625
747,747,-10.4375,-9.9375
748,748,-8.1875,-8.8125
749,749,-10.5,-11.3125
750,750,-11.6875,-11.875
751,751,-9.8125,-9.8125
752,752,-10.9375,-11.375
753,753,-10.3125,-11.25
754,754,-3.921875,-4.40625
755,755,-8.8125,-9.5
756,756,-11.25,-10.125
757,757,-10.25,-10.6875
758,758,-4.21875,-5.0
759,759,-4.90625,-5.0625
760,760,-11.0,-10.125
761,761,-9.875,-9.875
762,762,-4.375,-5.46875
763,763,-11.1875,-10.625
764,764,-12.0625,-11.625
765,765,-10.6875,-10.25
766,766,-4.4375,-5.15625
767,767,-8.375,-9.4375
768,768,-5.875,-7.1875
769,769,-11.125,-10.6875
770,770,-11.8125,-11.5625
771,771,-12.25,-12.5625
772,772,-5.84375,-6.3125
773,773,-7.40625,-7.78125
774,774,-12.1875,-12.875
775,775,-8.5625,-8.5625
776,776,-11.6875,-12.8125
777,777,-4.3125,-4.46875
778,778,-5.65625,-5.875
779,779,-10.75,-10.25
780,780,-5.625,-10.0625
781,781,-11.6875,-11.5
782,782,-4.84375,-5.5
783,783,-12.0,-11.875
784,784,-4.59375,-4.5
785,785,-7.1875,-6.5
786,786,-10.0625,-11.5
787,787,-4.0,-5.0625
788,788,-12.0,-11.6875
789,789,-4.5625,-6.09375
790,790,-4.0625,-5.40625
791,791,-4.9375,-10.5
792,792,-10.1875,-10.75
793,793,-5.65625,-5.6875
794,794,-11.1875,-11.5625
795,795,-10.0,-11.9375
796,796,-3.734375,-4.5
797,797,-11.1875,-11.0625
798,798,-5.46875,-5.21875
799,799,-5.09375,-6.4375
800,800,-6.78125,-9.1875
801,801,-6.46875,-8.1875
802,802,-10.0,-10.5625
803,803,-9.375,-10.5
804,804,-4.6875,-12.6875
805,805,-7.40625,-4.90625
806,806,-6.875,-9.875
807,807,-6.78125,-7.28125
808,808,-11.375,-11.6875
809,809,-7.65625,-9.1875
810,810,-5.90625,-5.15625
811,811,-11.5625,-12.375
812,812,-11.625,-12.0625
813,813,-6.71875,-7.875
814,814,-11.75,-12.3125
815,815,-12.375,-12.125
816,816,-7.21875,-6.71875
817,817,-3.859375,-4.53125
818,818,-10.875,-10.875
819,819,-9.3125,-11.0
820,820,-10.9375,-11.125
821,821,-11.0,-11.1875
822,822,-6.15625,-6.5625
823,823,-12.0,-10.3125
824,824,-4.4375,-4.09375
825,825,-11.625,-12.1875
826,826,-3.15625,-6.15625
827,827,-11.125,-11.625
828,828,-4.40625,-3.703125
829,829,-3.328125,-5.25
830,830,-11.5625,-12.4375
831,831,-5.21875,-5.40625
832,832,-10.25,-10.75
833,833,-10.4375,-10.1875
834,834,-6.4375,-9.375
835,835,-11.9375,-11.5
836,836,-6.53125,-6.65625
837,837,-6.21875,-6.09375
838,838,-12.4375,-11.6875
839,839,-7.6875,-7.9375
840,840,-4.53125,-4.59375
841,841,-8.9375,-11.9375
842,842,-9.375,-10.8125
843,843,-5.375,-6.8125
844,844,-4.9375,-5.15625
845,845,-12.0625,-11.4375
846,846,-10.75,-11.75
847,847,-9.0625,-9.5
848,848,-8.6875,-8.9375
849,849,-8.25,-11.5
850,850,-5.78125,-6.1875
851,851,-10.4375,-10.6875
852,852,-10.8125,-11.375
853,853,-9.4375,-12.0
854,854,-11.6875,-11.9375
855,855,-4.71875,-4.75
856,856,-5.78125,-4.75
857,857,-11.3125,-11.8125
858,858,-12.3125,-12.4375
859,859,-8.625,-11.0
860,860,-5.375,-10.6875
861,861,-10.9375,-11.5625
862,862,-10.1875,-11.0
863,863,-7.03125,-7.90625
864,864,-4.625,-4.5625
865,865,-5.78125,-7.53125
866,866,-6.875,-5.71875
867,867,-9.3125,-12.5
868,868,-12.625,-12.5
869,869,-3.8125,-4.8125
870,870,-7.1875,-10.25
871,871,-11.375,-11.0625
872,872,-12.0625,-12.9375
873,873,-10.9375,-13.375
874,874,-10.8125,-11.125
875,875,-4.21875,-3.46875
876,876,-12.5,-12.3125
877,877,-9.125,-12.0
878,878,-12.25,-11.8125
879,879,-10.25,-10.3125
880,880,-9.4375,-11.0
881,881,-6.625,-7.5625
882,882,-12.125,-12.125
883,883,-4.65625,-4.75
884,884,-5.59375,-4.8125
885,885,-5.125,-11.1875
886,886,-11.9375,-10.6875
887,887,-4.75,-4.15625
888,888,-7.125,-9.375
889,889,-11.875,-10.9375
890,890,-6.4375,-6.34375
891,891,-10.9375,-11.0
892,892,-7.625,-8.25
893,893,-12.1875,-12.0625
894,894,-6.28125,-5.0625
895,895,-8.25,-11.5625
896,896,-3.84375,-4.0
897,897,-5.5,-5.09375
898,898,-4.5625,-6.8125
899,899,-10.125,-11.75
900,900,-10.375,-9.9375
901,901,-4.9375,-9.5
902,902,-8.9375,-7.03125
903,903,-9.6875,-10.5
904,904,-5.34375,-9.625
905,905,-7.75,-8.5
906,906,-7.59375,-12.4375
907,907,-5.65625,-4.78125
908,908,-10.125,-10.6875
909,909,-5.75,-12.375
910,910,-11.6875,-11.4375
911,911,-12.5625,-12.9375
912,912,-2.796875,-3.328125
913,913,-5.46875,-9.3125
914,914,-8.5625,-8.5625
915,915,-12.0625,-11.5
916,916,-11.875,-12.3125
